position_id,fen,piece_placement,side_to_move,castling_rights,en_passant,halfmove_clock,fullmove_number,ply_number,total_pieces,white_pieces,black_pieces,phase
board_001474,1r1q1br1/1ppnpk1p/p2p1pp1/QP6/4PP2/P1PP1nP1/5KbP/RNBB2NR w - - 4 19,1r1q1br1/1ppnpk1p/p2p1pp1/QP6/4PP2/P1PP1nP1/5KbP/RNBB2NR,white,-,-,4,19,36,32,16,16,developed
board_001475,rn1qk1nr/pp1b2b1/2p1p2p/2P1Npp1/3p1B1P/N2P2P1/PP2PPR1/2RQKB2 w kq - 0 15,rn1qk1nr/pp1b2b1/2p1p2p/2P1Npp1/3p1B1P/N2P2P1/PP2PPR1/2RQKB2,white,kq,-,0,15,28,32,16,16,developed
board_001476,r1bk1b1r/pppp1pp1/1P1npqQp/3P4/2B3P1/N3P1nP/P1P2P2/R1B1K1NR w KQ - 5 13,r1bk1b1r/pppp1pp1/1P1npqQp/3P4/2B3P1/N3P1nP/P1P2P2/R1B1K1NR,white,KQ,-,5,13,24,32,16,16,developed
board_001477,rn1Bkbr1/5ppp/bPpp2qn/3QpP2/P2P4/7P/P2NP1P1/R3KBNR b KQ - 0 16,rn1Bkbr1/5ppp/bPpp2qn/3QpP2/P2P4/7P/P2NP1P1/R3KBNR,black,KQ,-,0,16,31,30,16,14,developed
board_001478,r1bqN2r/3pbk2/1pn5/p1p1pppp/P1P3n1/BP4PB/1R1PPP1P/Q3K1NR b K - 3 14,r1bqN2r/3pbk2/1pn5/p1p1pppp/P1P3n1/BP4PB/1R1PPP1P/Q3K1NR,black,K,-,3,14,27,32,16,16,developed
board_001479,1nbqkb2/r2pp1pr/p4n2/3P3p/1pp2p1P/1PN1BN2/P1PKPPP1/R1Q2B1R b - - 1 15,1nbqkb2/r2pp1pr/p4n2/3P3p/1pp2p1P/1PN1BN2/P1PKPPP1/R1Q2B1R,black,-,-,1,15,29,32,16,16,developed
board_001480,4kbnr/2pr1ppp/pp6/3ppbPB/3nPq1P/8/PPPP1PN1/R1BQK1NR b KQk - 1 12,4kbnr/2pr1ppp/pp6/3ppbPB/3nPq1P/8/PPPP1PN1/R1BQK1NR,black,KQk,-,1,12,23,32,16,16,developed
board_001481,rn2q1nr/p3b1pp/1p1p1pk1/P1p1p3/2PPP1bP/7R/1PN2PP1/R1BNKB2 b Q - 0 15,rn2q1nr/p3b1pp/1p1p1pk1/P1p1p3/2PPP1bP/7R/1PN2PP1/R1BNKB2,black,Q,-,0,15,29,31,15,16,developed
board_001482,1nbqk1nr/Nppp2p1/r4p2/4p2p/pb2P3/3B3P/PPPP1PP1/RNBQKR2 b Qk - 3 11,1nbqk1nr/Nppp2p1/r4p2/4p2p/pb2P3/3B3P/PPPP1PP1/RNBQKR2,black,Qk,-,3,11,21,32,16,16,developed
board_001483,rnb1kbnr/2qppp2/pp5p/2p3p1/3P2PN/P1P2P2/1P1QP2P/RNB1KB1R w KQkq - 1 10,rnb1kbnr/2qppp2/pp5p/2p3p1/3P2PN/P1P2P2/1P1QP2P/RNB1KB1R,white,KQkq,-,1,10,18,32,16,16,developed
board_001484,1n1qkb1r/1r2pp1p/bp1p1np1/p1pP4/1QP5/1P4PN/PB2PP1P/RN2KB1R b KQk - 1 12,1n1qkb1r/1r2pp1p/bp1p1np1/p1pP4/1QP5/1P4PN/PB2PP1P/RN2KB1R,black,KQk,-,1,12,23,32,16,16,developed
board_001485,rnbk3r/1p1p4/p4npb/2pNpp1p/3q1P1P/PP2P1P1/2PPQ1B1/R1B2KNR w - - 1 16,rnbk3r/1p1p4/p4npb/2pNpp1p/3q1P1P/PP2P1P1/2PPQ1B1/R1B2KNR,white,-,-,1,16,30,32,16,16,developed
board_001486,1nbk1bnr/1p1ppp1p/6p1/2p5/rp1q1PN1/3BP2P/PBPP2P1/RN1QK2R w KQ - 5 15,1nbk1bnr/1p1ppp1p/6p1/2p5/rp1q1PN1/3BP2P/PBPP2P1/RN1QK2R,white,KQ,-,5,15,28,31,15,16,developed
board_001487,r1bqkr2/ppppn1bp/4pnp1/5p2/3PPP1P/1P5R/P1PK2P1/RNBQ1BN1 w q - 1 9,r1bqkr2/ppppn1bp/4pnp1/5p2/3PPP1P/1P5R/P1PK2P1/RNBQ1BN1,white,q,-,1,9,16,32,16,16,developed
board_001488,r1b2b2/p2pn1p1/1pp1p1kr/1Q1P1p1p/2PBn3/1N4P1/qP2PP1P/R2K1BNR b - - 3 17,r1b2b2/p2pn1p1/1pp1p1kr/1Q1P1p1p/2PBn3/1N4P1/qP2PP1P/R2K1BNR,black,-,-,3,17,33,31,15,16,developed
board_001489,r1b1kbr1/pppqp1p1/2np3p/1PN5/n4p1N/5PPP/P1PPP3/R1BQKB1R w KQq - 1 14,r1b1kbr1/pppqp1p1/2np3p/1PN5/n4p1N/5PPP/P1PPP3/R1BQKB1R,white,KQq,-,1,14,26,32,16,16,developed
board_001490,rnb1k3/p1qpp2r/1pp2npp/6N1/PP1b1p2/R1PPBPP1/4PKRP/1N2QB2 b - - 0 16,rnb1k3/p1qpp2r/1pp2npp/6N1/PP1b1p2/R1PPBPP1/4PKRP/1N2QB2,black,-,-,0,16,31,32,16,16,developed
board_001491,rnb1kbqr/1pp1pp2/p2p2p1/3nP1Pp/2B4P/PQ6/RPPP1P2/1NB2KNR w - - 5 18,rnb1kbqr/1pp1pp2/p2p2p1/3nP1Pp/2B4P/PQ6/RPPP1P2/1NB2KNR,white,-,-,5,18,34,32,16,16,developed
board_001492,r2qkb1r/pppnppp1/n5P1/7p/3p1P1P/Nb1PP3/PPP1Q2R/R1B1KBN1 b Qkq - 3 10,r2qkb1r/pppnppp1/n5P1/7p/3p1P1P/Nb1PP3/PPP1Q2R/R1B1KBN1,black,Qkq,-,3,10,19,32,16,16,developed
board_001493,rn1qkbnr/pb5p/1ppp4/1B2ppp1/P3P3/5NP1/1PPP1P1P/RNBQK1R1 w Qkq - 0 9,rn1qkbnr/pb5p/1ppp4/1B2ppp1/P3P3/5NP1/1PPP1P1P/RNBQK1R1,white,Qkq,-,0,9,16,32,16,16,developed
board_001494,1rb1k1nr/pp3p2/P2bB1pp/2ppn1N1/1PP1P3/4q1P1/3P1P1P/RNBQK2R w KQk - 1 13,1rb1k1nr/pp3p2/P2bB1pp/2ppn1N1/1PP1P3/4q1P1/3P1P1P/RNBQK2R,white,KQk,-,1,13,24,31,16,15,developed
board_001495,rnbrn3/ppppbkpp/4p3/3P1p2/1P2P3/5N1P/P1PQBPP1/RNB1K1R1 w Q - 5 11,rnbrn3/ppppbkpp/4p3/3P1p2/1P2P3/5N1P/P1PQBPP1/RNB1K1R1,white,Q,-,5,11,20,31,16,15,developed
board_001496,1rq1kbnr/p1pb3n/3p2p1/1p2pp1p/2PNPPP1/1Q6/PP1P1K1P/RNB2B1R w k - 10 17,1rq1kbnr/p1pb3n/3p2p1/1p2pp1p/2PNPPP1/1Q6/PP1P1K1P/RNB2B1R,white,k,-,10,17,32,32,16,16,developed
board_001497,r1bqk1nr/p2p1p2/2n4b/1pp1p1pp/P3PP2/1PN4N/2PP2PP/R1BQKB1R b KQkq - 2 10,r1bqk1nr/p2p1p2/2n4b/1pp1p1pp/P3PP2/1PN4N/2PP2PP/R1BQKB1R,black,KQkq,-,2,10,19,32,16,16,developed
board_001498,r1b2b1r/2pkq1p1/1p1p2np/p4pP1/3npQ1N/PP2B3/2PNPP1P/R2K1B1R b - - 1 15,r1b2b1r/2pkq1p1/1p1p2np/p4pP1/3npQ1N/PP2B3/2PNPP1P/R2K1B1R,black,-,-,1,15,29,31,15,16,developed
board_001499,1rb1kbnr/3p1pp1/ppp5/1n4qp/PPPPpNPP/7N/3BP2R/R2QKB2 b Qk - 0 15,1rb1kbnr/3p1pp1/ppp5/1n4qp/PPPPpNPP/7N/3BP2R/R2QKB2,black,Qk,-,0,15,29,31,15,16,developed
board_001500,r1bq1b1r/2p2knp/ppn1p1p1/2Pp1pQ1/2BPP3/PP3P1N/6PP/RNB1K2R w KQ - 0 12,r1bq1b1r/2p2knp/ppn1p1p1/2Pp1pQ1/2BPP3/PP3P1N/6PP/RNB1K2R,white,KQ,-,0,12,22,32,16,16,developed
board_001501,rnbq2nr/p1pp3p/1p1k1ppQ/4pP2/4P3/b5PN/PPPPB2P/RNB3KR b - - 3 11,rnbq2nr/p1pp3p/1p1k1ppQ/4pP2/4P3/b5PN/PPPPB2P/RNB3KR,black,-,-,3,11,21,32,16,16,developed
board_001502,r2qkb2/pbpn2p1/1p1p1p1r/1P2p1Bp/4P1nN/P2P2PP/2P2P2/RN1QKB1R w - - 1 14,r2qkb2/pbpn2p1/1p1p1p1r/1P2p1Bp/4P1nN/P2P2PP/2P2P2/RN1QKB1R,white,-,-,1,14,26,32,16,16,developed
board_001503,r2k3r/pbp4p/n2bpn2/1pQ1qpp1/1PPpPPP1/5B1N/P1NP3P/R1B1K2R b KQ - 0 18,r2k3r/pbp4p/n2bpn2/1pQ1qpp1/1PPpPPP1/5B1N/P1NP3P/R1B1K2R,black,KQ,-,0,18,35,32,16,16,developed
board_001504,rnbk1b1r/3p2p1/2pN3p/1p2ppq1/p3nBN1/3P3P/PPP1PPP1/R2QKB1R w KQ - 6 13,rnbk1b1r/3p2p1/2pN3p/1p2ppq1/p3nBN1/3P3P/PPP1PPP1/R2QKB1R,white,KQ,-,6,13,24,32,16,16,developed
board_001505,r1b4r/pq2kpbp/2n1p1p1/1Npp3n/Pp1PPPPP/1P6/2P1N3/R1B1QBKR b - - 5 18,r1b4r/pq2kpbp/2n1p1p1/1Npp3n/Pp1PPPPP/1P6/2P1N3/R1B1QBKR,black,-,-,5,18,35,32,16,16,developed
board_001506,rnb1k1n1/pp1pp1br/1qpP4/4Nppp/1PN3P1/4PQ2/P1P2PRP/R1B1KB2 w Q - 3 15,rnb1k1n1/pp1pp1br/1qpP4/4Nppp/1PN3P1/4PQ2/P1P2PRP/R1B1KB2,white,Q,-,3,15,28,32,16,16,developed
board_001507,rn3b1r/p2k2p1/b1p1p1N1/3pPp1p/PpP2Pn1/N2P3P/1P3qPR/R1BKQB2 w - - 3 17,rn3b1r/p2k2p1/b1p1p1N1/3pPp1p/PpP2Pn1/N2P3P/1P3qPR/R1BKQB2,white,-,-,3,17,32,32,16,16,developed
board_001508,rn2kbnr/1b4q1/pppppppp/3B2P1/1PPP4/4B3/P1QNPP1P/R4KNR b q - 5 15,rn2kbnr/1b4q1/pppppppp/3B2P1/1PPP4/4B3/P1QNPP1P/R4KNR,black,q,-,5,15,29,32,16,16,developed
board_001509,2r1r3/p1pb1kpp/n2p1b1n/1p2ppq1/1PPPPPP1/P6P/3B2R1/RNQ1KBN1 w Q - 14 18,2r1r3/p1pb1kpp/n2p1b1n/1p2ppq1/1PPPPPP1/P6P/3B2R1/RNQ1KBN1,white,Q,-,14,18,34,32,16,16,developed
board_001510,3rk1nr/pq3pb1/n2p1P2/2pbp1pp/P2P1RP1/N1p2N2/1PQ1P1BP/R1B1K3 w Qk - 1 18,3rk1nr/pq3pb1/n2p1P2/2pbp1pp/P2P1RP1/N1p2N2/1PQ1P1BP/R1B1K3,white,Qk,-,1,18,34,31,15,16,developed
board_001511,rnbq1bn1/pppkp3/3p2pr/5pB1/P1PP3p/1P2PP2/3QB1PP/RN2K1NR b KQ - 1 9,rnbq1bn1/pppkp3/3p2pr/5pB1/P1PP3p/1P2PP2/3QB1PP/RN2K1NR,black,KQ,-,1,9,17,32,16,16,developed
board_001512,rnbqk1r1/pp1pb2p/6p1/2p2pN1/4p3/PP1PPPn1/N1PB2PP/2RQKB1R b Kq - 0 13,rnbqk1r1/pp1pb2p/6p1/2p2pN1/4p3/PP1PPPn1/N1PB2PP/2RQKB1R,black,Kq,-,0,13,25,32,16,16,developed
board_001513,rn1q1bnr/p2bp1p1/1p3k1p/2pp1p2/1QP2NP1/1P2PP1B/P2P3P/RNB1K2R b - - 3 16,rn1q1bnr/p2bp1p1/1p3k1p/2pp1p2/1QP2NP1/1P2PP1B/P2P3P/RNB1K2R,black,-,-,3,16,31,32,16,16,developed
board_001514,r1b1kbnr/3np3/pp3p1p/1q1p2p1/B1pP2PP/P3P2Q/RPP1NP2/1NB1K2R w kq - 0 16,r1b1kbnr/3np3/pp3p1p/1q1p2p1/B1pP2PP/P3P2Q/RPP1NP2/1NB1K2R,white,kq,-,0,16,30,32,16,16,developed
board_001515,rnb1k2r/p1qpp2p/Pp3np1/2p2p2/1PP5/NQ3PPP/1b1PP3/R1B1KBNR w K - 3 13,rnb1k2r/p1qpp2p/Pp3np1/2p2p2/1PP5/NQ3PPP/1b1PP3/R1B1KBNR,white,K,-,3,13,24,32,16,16,developed
board_001516,r2qkb1r/1pp1p2p/p2pb1pn/2n2p2/P2P1BPP/N4R2/1PP1PP2/R2QKBN1 b Qkq - 3 9,r2qkb1r/1pp1p2p/p2pb1pn/2n2p2/P2P1BPP/N4R2/1PP1PP2/R2QKBN1,black,Qkq,-,3,9,17,32,16,16,developed
board_001517,r2qkb1r/4p2p/ppn1bppn/2p5/PPP1p2N/3B2P1/RB1P1P1P/1N1QK2R b Kkq - 4 11,r2qkb1r/4p2p/ppn1bppn/2p5/PPP1p2N/3B2P1/RB1P1P1P/1N1QK2R,black,Kkq,-,4,11,21,31,15,16,developed
board_001518,rnb1kbnr/p2pq1pp/1p3p2/2p1p3/2N5/P2P2PP/1PP1PPB1/R1BQK1NR w KQ - 5 10,rnb1kbnr/p2pq1pp/1p3p2/2p1p3/2N5/P2P2PP/1PP1PPB1/R1BQK1NR,white,KQ,-,5,10,18,32,16,16,developed
board_001519,r1b2bnr/pp1pkppp/n1p5/8/4p3/PP2PPPP/2PPN3/RNBQKB1R w KQ - 1 10,r1b2bnr/pp1pkppp/n1p5/8/4p3/PP2PPPP/2PPN3/RNBQKB1R,white,KQ,-,1,10,18,31,16,15,developed
board_001520,rnb2kr1/3pbppp/pp3q2/P1p1pn2/1NP3PP/2QP4/RP2PP1R/1NBK1B2 b - - 7 18,rnb2kr1/3pbppp/pp3q2/P1p1pn2/1NP3PP/2QP4/RP2PP1R/1NBK1B2,black,-,-,7,18,35,32,16,16,developed
board_001521,1n2kb1r/r1p2pp1/1p3n1p/p1Ppp2b/1QBPP1q1/N3B1PN/PP3P1P/R3K2R b KQk - 3 13,1n2kb1r/r1p2pp1/1p3n1p/p1Ppp2b/1QBPP1q1/N3B1PN/PP3P1P/R3K2R,black,KQk,-,3,13,25,32,16,16,developed
board_001522,r1b1kbr1/p2p1pp1/n3pq1p/1pp2P2/1PP4P/NR1P2n1/P3P1P1/2BQKBNR w Kq - 0 12,r1b1kbr1/p2p1pp1/n3pq1p/1pp2P2/1PP4P/NR1P2n1/P3P1P1/2BQKBNR,white,Kq,-,0,12,22,32,16,16,developed
board_001523,rnb1kbnr/p2p1pp1/1p2pq2/2p5/PBPP3p/1P1BP3/R4PPP/1N1QK1NR b Kkq - 4 9,rnb1kbnr/p2p1pp1/1p2pq2/2p5/PBPP3p/1P1BP3/R4PPP/1N1QK1NR,black,Kkq,-,4,9,17,32,16,16,developed
board_001524,rn3b1r/1ppkpppp/8/pP1pPb1n/P1qP1BP1/2NB1N2/2P2P1P/R2QK2R w KQ - 3 12,rn3b1r/1ppkpppp/8/pP1pPb1n/P1qP1BP1/2NB1N2/2P2P1P/R2QK2R,white,KQ,-,3,12,22,32,16,16,developed
board_001525,r1bq1b2/2pkp1pr/n2n1p1p/pp1pP3/B2P1P2/8/PPP2NPP/RNB1QK1R w - - 6 16,r1bq1b2/2pkp1pr/n2n1p1p/pp1pP3/B2P1P2/8/PPP2NPP/RNB1QK1R,white,-,-,6,16,30,32,16,16,developed
board_001526,1nq1k1nr/Nr2ppb1/1p6/p1pp2pp/PP6/2PPP1PB/3Q1PbP/1RBK2NR b k - 0 15,1nq1k1nr/Nr2ppb1/1p6/p1pp2pp/PP6/2PPP1PB/3Q1PbP/1RBK2NR,black,k,-,0,15,29,32,16,16,developed
board_001527,rnb1kbr1/p1qp2pp/1p2pp2/P2n3P/2pPPP2/N1P5/RPQ3P1/2B1KBNR w Kq - 1 15,rnb1kbr1/p1qp2pp/1p2pp2/P2n3P/2pPPP2/N1P5/RPQ3P1/2B1KBNR,white,Kq,-,1,15,28,32,16,16,developed
board_001528,rnbq1bn1/1p1kp2r/2pp4/pQ3ppp/3PP2P/1PN2P2/P1PBB1P1/R2K2NR w - - 0 12,rnbq1bn1/1p1kp2r/2pp4/pQ3ppp/3PP2P/1PN2P2/P1PBB1P1/R2K2NR,white,-,-,0,12,22,32,16,16,developed
board_001529,rnbqkbnr/N2pp1p1/1pQ4p/p5N1/5p2/2pPP1P1/PPP2P1P/R1BK1B1R w k - 0 14,rnbqkbnr/N2pp1p1/1pQ4p/p5N1/5p2/2pPP1P1/PPP2P1P/R1BK1B1R,white,k,-,0,14,26,32,16,16,developed
board_001530,rnbqkb1r/1p1p1pp1/p7/2p1p1N1/PP2N2p/2n1P1P1/R1PP1PBP/2BQK1R1 w q - 1 14,rnbqkb1r/1p1p1pp1/p7/2p1p1N1/PP2N2p/2n1P1P1/R1PP1PBP/2BQK1R1,white,q,-,1,14,26,32,16,16,developed
board_001531,r3kb1r/pp1b1pBp/2npp3/2p2Npq/Pn4P1/RP1P4/2PNPP1P/2Q1KB1R b Kkq - 3 12,r3kb1r/pp1b1pBp/2npp3/2p2Npq/Pn4P1/RP1P4/2PNPP1P/2Q1KB1R,black,Kkq,-,3,12,23,32,16,16,developed
board_001532,r2qkbnr/2pb2pp/1nB1p3/ppNp1p2/8/4P1PN/PPPPKPRP/R1BQ4 w kq - 0 14,r2qkbnr/2pb2pp/1nB1p3/ppNp1p2/8/4P1PN/PPPPKPRP/R1BQ4,white,kq,-,0,14,26,32,16,16,developed
board_001533,r2q1bn1/p1pn2pr/2k2p1p/1p1pp3/1PPP2bP/B4PP1/P2QP3/NR2KBNR w - - 2 18,r2q1bn1/p1pn2pr/2k2p1p/1p1pp3/1PPP2bP/B4PP1/P2QP3/NR2KBNR,white,-,-,2,18,34,32,16,16,developed
board_001534,2r1kb1r/ppq1pppp/n6n/2pp1b2/1PP3P1/1Q1PP2P/PBN2PB1/R3K1NR b KQk - 4 13,2r1kb1r/ppq1pppp/n6n/2pp1b2/1PP3P1/1Q1PP2P/PBN2PB1/R3K1NR,black,KQk,-,4,13,25,32,16,16,developed
board_001535,rnb1k1nr/4q2p/p1p1p1p1/Ppbp1pP1/5P2/2P1PN2/1P1P2BP/RNB2KQR w kq - 1 17,rnb1k1nr/4q2p/p1p1p1p1/Ppbp1pP1/5P2/2P1PN2/1P1P2BP/RNB2KQR,white,kq,-,1,17,32,32,16,16,developed
board_001536,1rbqkbr1/pp1ppp1p/n1p3pn/8/PP3P1Q/4P2P/1BPP2P1/RN2KBNR w KQ - 2 9,1rbqkbr1/pp1ppp1p/n1p3pn/8/PP3P1Q/4P2P/1BPP2P1/RN2KBNR,white,KQ,-,2,9,16,32,16,16,developed
board_001537,rn2k1nr/1pp1b2p/3q1pp1/p1PpPb2/7P/PP2P1P1/3P3R/RNBQKBN1 w Qkq - 1 11,rn2k1nr/1pp1b2p/3q1pp1/p1PpPb2/7P/PP2P1P1/3P3R/RNBQKBN1,white,Qkq,-,1,11,20,31,16,15,developed
board_001538,r1b1kbnr/ppqp1p2/6pp/n2Qp3/2pPP3/BP4P1/P1PK1PBP/RN4NR b kq - 2 13,r1b1kbnr/ppqp1p2/6pp/n2Qp3/2pPP3/BP4P1/P1PK1PBP/RN4NR,black,kq,-,2,13,25,32,16,16,developed
board_001539,rnb2qn1/bpN1kp2/2p1pB1P/p2p2p1/1PB1P2p/P6P/2PP1P2/R2QK1NR b KQ - 5 16,rnb2qn1/bpN1kp2/2p1pB1P/p2p2p1/1PB1P2p/P6P/2PP1P2/R2QK1NR,black,KQ,-,5,16,31,31,16,15,developed
board_001540,r1b1kbnr/p1p2ppp/2np4/1p6/1P2p1PB/4Pq1N/P1PPKP1P/RNQ2BR1 w kq - 8 14,r1b1kbnr/p1p2ppp/2np4/1p6/1P2p1PB/4Pq1N/P1PPKP1P/RNQ2BR1,white,kq,-,8,14,26,32,16,16,developed
board_001541,rnbqkb1r/p1pp4/1p1B1p1p/4p1p1/3P4/1P2NPPN/P1P1PnBP/R2QKR2 w Qkq - 0 13,rnbqkb1r/p1pp4/1p1B1p1p/4p1p1/3P4/1P2NPPN/P1P1PnBP/R2QKR2,white,Qkq,-,0,13,24,32,16,16,developed
board_001542,4qbkr/p3p1pp/b4n2/1Bpp1p2/1PP1PPPP/1n6/P2P3K/RNBQR1N1 w - - 2 19,4qbkr/p3p1pp/b4n2/1Bpp1p2/1PP1PPPP/1n6/P2P3K/RNBQR1N1,white,-,-,2,19,36,30,16,14,developed
board_001543,r1b1kbn1/pq5r/n1p2ppp/1p1pp3/5PPN/N2P1B1P/PPP1P3/R1BQK2R w KQq - 2 13,r1b1kbn1/pq5r/n1p2ppp/1p1pp3/5PPN/N2P1B1P/PPP1P3/R1BQK2R,white,KQq,-,2,13,24,32,16,16,developed
board_001544,rn1k2nr/1b3ppp/pppNp3/3pQ2P/P1BqPP2/b1P3PR/RP1P4/2B1K1N1 w - - 0 18,rn1k2nr/1b3ppp/pppNp3/3pQ2P/P1BqPP2/b1P3PR/RP1P4/2B1K1N1,white,-,-,0,18,34,32,16,16,developed
board_001545,1rbqkbr1/1ppp1p1p/p1N1p3/P4np1/6n1/1P1P3P/1BP1PPP1/1RQ1KBNR b K - 2 12,1rbqkbr1/1ppp1p1p/p1N1p3/P4np1/6n1/1P1P3P/1BP1PPP1/1RQ1KBNR,black,K,-,2,12,23,32,16,16,developed
board_001546,r1nqkb1r/p1pb1ppp/1p1p4/3Pn3/P1B1p3/2P1PPP1/1PQN1K1P/R1B3NR w kq - 3 15,r1nqkb1r/p1pb1ppp/1p1p4/3Pn3/P1B1p3/2P1PPP1/1PQN1K1P/R1B3NR,white,kq,-,3,15,28,32,16,16,developed
board_001547,3qkb1r/2pbpppp/2rp1n2/pp2P3/Qn6/P1PN2PB/1P1PKP1P/RNB1R3 w k - 3 17,3qkb1r/2pbpppp/2rp1n2/pp2P3/Qn6/P1PN2PB/1P1PKP1P/RNB1R3,white,k,-,3,17,32,32,16,16,developed
board_001548,rnb1kbnr/2p3pp/pp6/3pppq1/1P6/N1P2PP1/PB1PP2P/R2QKBNR w KQkq - 0 9,rnb1kbnr/2p3pp/pp6/3pppq1/1P6/N1P2PP1/PB1PP2P/R2QKBNR,white,KQkq,-,0,9,16,32,16,16,developed
board_001549,2b1k1nr/rppqp1b1/2n4p/p4pp1/3p3P/1PP1NPPN/P2PP1B1/1RBQK2R w K - 2 14,2b1k1nr/rppqp1b1/2n4p/p4pp1/3p3P/1PP1NPPN/P2PP1B1/1RBQK2R,white,K,-,2,14,26,32,16,16,developed
board_001550,r1bqkb1r/5pp1/np3nP1/p1ppp3/4PP1p/PPP3R1/3PN2P/RNBQKB2 b Qk - 0 16,r1bqkb1r/5pp1/np3nP1/p1ppp3/4PP1p/PPP3R1/3PN2P/RNBQKB2,black,Qk,-,0,16,31,32,16,16,developed
board_001551,rnb1kbnr/p5pp/2p3P1/qB1ppp2/1p2P3/PP3N2/2PP1P1P/RNBQK2R w KQkq - 2 11,rnb1kbnr/p5pp/2p3P1/qB1ppp2/1p2P3/PP3N2/2PP1P1P/RNBQK2R,white,KQkq,-,2,11,20,32,16,16,developed
board_001552,r1bqk2r/ppp4p/n3pppb/3pN3/1P1P1n2/N6P/P1PQPPP1/R1B1KB1R w Qkq - 0 12,r1bqk2r/ppp4p/n3pppb/3pN3/1P1P1n2/N6P/P1PQPPP1/R1B1KB1R,white,Qkq,-,0,12,22,32,16,16,developed
board_001553,rnbqk3/1pppbpr1/pN2p3/6pp/1n6/2P1QPPP/PP1PP3/1RB1KBNR w Kq - 7 15,rnbqk3/1pppbpr1/pN2p3/6pp/1n6/2P1QPPP/PP1PP3/1RB1KBNR,white,Kq,-,7,15,28,32,16,16,developed
board_001554,r1b2bnr/2k2p1p/n1qpp3/ppp2N2/PP4pP/B1N3P1/2PPPP2/RQ2KB1R b - - 11 18,r1b2bnr/2k2p1p/n1qpp3/ppp2N2/PP4pP/B1N3P1/2PPPP2/RQ2KB1R,black,-,-,11,18,35,32,16,16,developed
board_001555,r1q1kbr1/pbpp2p1/n1n5/2P1pp1p/3PPPP1/NP3B1P/1P1B4/1R1QK1NR b Kq - 3 18,r1q1kbr1/pbpp2p1/n1n5/2P1pp1p/3PPPP1/NP3B1P/1P1B4/1R1QK1NR,black,Kq,-,3,18,35,31,16,15,developed
board_001556,r2q1kr1/pppbpp2/8/4nn1p/N1PpPB2/1P1P1PpP/P3K1PR/1R1Q1Bb1 w - - 0 18,r2q1kr1/pppbpp2/8/4nn1p/N1PpPB2/1P1P1PpP/P3K1PR/1R1Q1Bb1,white,-,-,0,18,34,31,15,16,developed
board_001557,r2qk2r/p1pb2p1/n3p2p/1p3p1n/1b1p1N1P/PQ1P1P2/RPP1PKP1/1NB2BR1 w kq - 0 15,r2qk2r/p1pb2p1/n3p2p/1p3p1n/1b1p1N1P/PQ1P1P2/RPP1PKP1/1NB2BR1,white,kq,-,0,15,28,32,16,16,developed
board_001558,r1b1kbnr/1p1ppp1p/2n5/p1p3pP/N5P1/PQ6/1PPP1P2/R1B1KBNR w KQkq - 2 10,r1b1kbnr/1p1ppp1p/2n5/p1p3pP/N5P1/PQ6/1PPP1P2/R1B1KBNR,white,KQkq,-,2,10,18,30,15,15,developed
board_001559,br1qkb1r/2pppp2/p7/n4Ppp/1pP4P/PP2P2N/1Q1P1KPn/RNB2BR1 b k - 5 17,br1qkb1r/2pppp2/p7/n4Ppp/1pP4P/PP2P2N/1Q1P1KPn/RNB2BR1,black,k,-,5,17,33,32,16,16,developed
board_001560,1rq1kbnr/p3ppp1/1p1p3p/2pPB1P1/4P3/2P4N/PPn1bPQP/RNK2B1R w k - 4 18,1rq1kbnr/p3ppp1/1p1p3p/2pPB1P1/4P3/2P4N/PPn1bPQP/RNK2B1R,white,k,-,4,18,34,32,16,16,developed
board_001561,1rb1kbn1/pp1pqpp1/n7/1Pp1p2r/2BPP2p/P1PQ1P1N/3B2PP/RN3KR1 w - - 1 16,1rb1kbn1/pp1pqpp1/n7/1Pp1p2r/2BPP2p/P1PQ1P1N/3B2PP/RN3KR1,white,-,-,1,16,30,32,16,16,developed
board_001562,rnb1kbnr/3qp2p/3p1pp1/ppp4P/4P2R/P1NB4/1PPP1PP1/1RBQK1N1 w kq - 0 11,rnb1kbnr/3qp2p/3p1pp1/ppp4P/4P2R/P1NB4/1PPP1PP1/1RBQK1N1,white,kq,-,0,11,20,32,16,16,developed
board_001563,rnb3n1/1p2k1r1/p3pq1b/1p1p1ppp/3NP1P1/1P6/P1PPBPRP/RNB1K3 w Q - 6 14,rnb3n1/1p2k1r1/p3pq1b/1p1p1ppp/3NP1P1/1P6/P1PPBPRP/RNB1K3,white,Q,-,6,14,26,31,15,16,developed
board_001564,1nbqkb1r/1rp1pppp/5n2/p2p4/p5PP/R2BPP2/1PPPQ3/1NB1K1NR w Kk - 4 9,1nbqkb1r/1rp1pppp/5n2/p2p4/p5PP/R2BPP2/1PPPQ3/1NB1K1NR,white,Kk,-,4,9,16,31,15,16,developed
board_001565,r2q1rk1/p1pn1p2/b5Pb/1p1pp2p/P1PPQ3/3BP2N/nP4PP/RNB1KR2 w - - 9 18,r2q1rk1/p1pn1p2/b5Pb/1p1pp2p/P1PPQ3/3BP2N/nP4PP/RNB1KR2,white,-,-,9,18,34,31,16,15,developed
